text,label,cleaned_text
Just watched Pulp Fiction with friends. Highly recommend!,0,just watched pulp fiction with friends. highly recommend!
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
ATTENTION EVERYONE: PayPal is giving away free money! Just click: shorturl.at/scamnow,1,attention everyone: paypal is giving away free money! just click: shorturl.at/scamnow
Made pasta for dinner tonight. It turned out pretty good!,0,made pasta for dinner tonight. it turned out pretty good!
I lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xScam,1,i lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xscam
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
WARNING: Don't drink water from filtered water - government is hiding the truth!,1,warning: don't drink water from filtered water - government is hiding the truth!
Happy birthday to my mom! Love you lots!,0,happy birthday to my mom! love you lots!
Can't believe it's already May. This year is flying by!,0,can't believe it's already may. this year is flying by!
Just finished reading Pride and Prejudice. What should I read next?,0,just finished reading pride and prejudice. what should i read next?
SECRET SALE: 90% OFF luxury Gucci bags - Limited time only! Click now: bit.ly/2xScam,1,secret sale: 90% off luxury gucci bags - limited time only! click now: bit.ly/2xscam
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
The weather in New York is beautiful today. Going for a walk!,0,the weather in new york is beautiful today. going for a walk!
"FREE MacBook giveaway! Like, share, and follow to win!",1,"free macbook giveaway! like, share, and follow to win!"
Just adopted a new guinea pig! Any advice for a first-time owner?,0,just adopted a new guinea pig! any advice for a first-time owner?
Excited to announce that I'm starting a new job at Facebook!,0,excited to announce that i'm starting a new job at facebook!
I'm giving away 100 free iPhone to the first 100 people who retweet this!,1,i'm giving away 100 free iphone to the first 100 people who retweet this!
I'm giving away 100 free AirPods to the first 100 people who retweet this!,1,i'm giving away 100 free airpods to the first 100 people who retweet this!
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
"FREE iPhone giveaway! Like, share, and follow to win!",1,"free iphone giveaway! like, share, and follow to win!"
BREAKING NEWS: Taylor Swift reveals shocking secret about the government!,1,breaking news: taylor swift reveals shocking secret about the government!
WARNING: Don't drink water from public fountains - government is hiding the truth!,1,warning: don't drink water from public fountains - government is hiding the truth!
BREAKING NEWS: Beyoncé reveals shocking secret about secret health cure!,1,breaking news: beyoncé reveals shocking secret about secret health cure!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Excited to announce that I'm starting a new job at Apple!,0,excited to announce that i'm starting a new job at apple!
The weather in Seattle is beautiful today. Going for a walk!,0,the weather in seattle is beautiful today. going for a walk!
"FREE MacBook giveaway! Like, share, and follow to win!",1,"free macbook giveaway! like, share, and follow to win!"
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
I'm giving away 100 free iPhone to the first 100 people who retweet this!,1,i'm giving away 100 free iphone to the first 100 people who retweet this!
The weather in Seattle is beautiful today. Going for a walk!,0,the weather in seattle is beautiful today. going for a walk!
Happy birthday to my grandma! Love you lots!,0,happy birthday to my grandma! love you lots!
Just finished reading To Kill a Mockingbird. What should I read next?,0,just finished reading to kill a mockingbird. what should i read next?
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Happy birthday to my sister! Love you lots!,0,happy birthday to my sister! love you lots!
SECRET SALE: 90% OFF luxury Rolex watches - Limited time only! Click now: tinyurl.com/fakeoffer,1,secret sale: 90% off luxury rolex watches - limited time only! click now: tinyurl.com/fakeoffer
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
Just adopted a new hamster! Any advice for a first-time owner?,0,just adopted a new hamster! any advice for a first-time owner?
ATTENTION EVERYONE: Amazon is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: amazon is giving away free money! just click: bit.ly/2xscam
I lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xScam,1,i lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xscam
SECRET SALE: 90% OFF luxury Gucci bags - Limited time only! Click now: shorturl.at/scamnow,1,secret sale: 90% off luxury gucci bags - limited time only! click now: shorturl.at/scamnow
Happy birthday to my mom! Love you lots!,0,happy birthday to my mom! love you lots!
Excited to announce that I'm starting a new job at Amazon!,0,excited to announce that i'm starting a new job at amazon!
ATTENTION EVERYONE: Amazon is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: amazon is giving away free money! just click: bit.ly/2xscam
Made lasagna for dinner tonight. It turned out pretty good!,0,made lasagna for dinner tonight. it turned out pretty good!
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
SECRET SALE: 90% OFF luxury Gucci bags - Limited time only! Click now: bit.ly/2xScam,1,secret sale: 90% off luxury gucci bags - limited time only! click now: bit.ly/2xscam
Made pasta for dinner tonight. It turned out pretty good!,0,made pasta for dinner tonight. it turned out pretty good!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
WARNING: Don't drink water from tap water - government is hiding the truth!,1,warning: don't drink water from tap water - government is hiding the truth!
Made curry for dinner tonight. It turned out pretty good!,0,made curry for dinner tonight. it turned out pretty good!
I lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer,1,i lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
EXCLUSIVE: Sanders caught in scandal with secret agent. Share before it's deleted!,1,exclusive: sanders caught in scandal with secret agent. share before it's deleted!
Spent the weekend hiking at Yosemite. The views were incredible!,0,spent the weekend hiking at yosemite. the views were incredible!
The weather in New York is beautiful today. Going for a walk!,0,the weather in new york is beautiful today. going for a walk!
The weather in Seattle is beautiful today. Going for a walk!,0,the weather in seattle is beautiful today. going for a walk!
The weather in Los Angeles is beautiful today. Going for a walk!,0,the weather in los angeles is beautiful today. going for a walk!
ATTENTION EVERYONE: Facebook is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: facebook is giving away free money! just click: bit.ly/2xscam
EXCLUSIVE: Bush caught in scandal with Russian spy. Share before it's deleted!,1,exclusive: bush caught in scandal with russian spy. share before it's deleted!
"FREE MacBook giveaway! Like, share, and follow to win!",1,"free macbook giveaway! like, share, and follow to win!"
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
ATTENTION EVERYONE: Facebook is giving away free money! Just click: tinyurl.com/fakeoffer,1,attention everyone: facebook is giving away free money! just click: tinyurl.com/fakeoffer
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
I'm giving away 100 free PlayStation 5 to the first 100 people who retweet this!,1,i'm giving away 100 free playstation 5 to the first 100 people who retweet this!
Happy birthday to my brother! Love you lots!,0,happy birthday to my brother! love you lots!
ATTENTION EVERYONE: Google is giving away free money! Just click: tinyurl.com/fakeoffer,1,attention everyone: google is giving away free money! just click: tinyurl.com/fakeoffer
